"GEOID","PopulationValue","CENTLAT","CENTLON"
200910517003,1671,38.9379582,-94.6201269
200910517001,882,38.9531496,-94.625696
200910517002,2201,38.9485496,-94.6174758
200910518011,1267,38.9622951,-94.6348016
200910518012,2053,38.9678126,-94.6439865
200910518013,839,38.9737241,-94.6343594
200910518031,850,38.9675307,-94.6723711
200910518032,1129,38.9673087,-94.6817175
200910518033,961,38.9600713,-94.6816787
200910518034,1391,38.960222,-94.6723734
200910518045,636,38.937574,-94.6710119
200910518041,1403,38.9531755,-94.6770245
200910518042,888,38.9458247,-94.681508
200910518043,998,38.9458867,-94.6722695
200910518044,1248,38.937834,-94.6801756
200910518052,1017,38.9458043,-94.6532861
200910518054,821,38.9530041,-94.6629609
200910518051,1061,38.9457501,-94.6624186
200910518053,1540,38.9366201,-94.6580804
200910518055,1138,38.953219,-94.6534747
200910518061,821,38.9531186,-94.6347234
200910518065,1227,38.9370582,-94.6443578
200910518062,971,38.9530927,-94.644043
200910518063,972,38.9457784,-94.6440224
200910518064,789,38.9457653,-94.6346644
200910518066,610,38.9374634,-94.6349495
200910518071,995,38.9749514,-94.6536464
200910518072,894,38.974925,-94.6629873
200910518073,1050,38.9676883,-94.653658
200910518074,928,38.9604062,-94.6536809
200910518081,662,38.9676414,-94.6653135
200910518082,1077,38.9676644,-94.6606531
200910518083,0,38.9604847,-94.6654009
200910518084,903,38.9602669,-94.6607722
200910519024,1049,38.9607948,-94.6910166
200910519021,956,38.967126,-94.6900567
200910519022,822,38.9680286,-94.6966492
200910519023,1499,38.9597925,-94.699847
200910519041,2234,38.9385369,-94.7141405
200910519042,1246,38.9457347,-94.7184054
200910519043,1056,38.9459187,-94.709612
200910519044,562,38.9588932,-94.7123107
200910519045,1220,38.9528842,-94.7144444
200910519071,1353,38.9741664,-94.7042147
200910519072,1467,38.9746096,-94.6979282
200910519073,1005,38.9748631,-94.6910045
200910519081,1715,38.9384099,-94.6953583
200910519094,1077,38.9528289,-94.6901845
200910519091,1670,38.9529125,-94.7000353
200910519092,1254,38.9456473,-94.700108
200910519093,1546,38.945465,-94.6906436
200910519101,867,38.9818419,-94.6984046
200910519102,1302,38.9820699,-94.7029394
200910519111,1982,38.9893801,-94.6957563
200910519112,1426,38.9821339,-94.6910401
200910519121,1679,38.9674948,-94.706972
200910519122,792,38.9608074,-94.7083916
200910520011,1614,39.006496,-94.6899634
200910520012,643,38.9961452,-94.6920267
200910520041,15,39.0007468,-94.6972644
200910520042,0,39.011549,-94.6966953
200910520043,1686,39.0040247,-94.7023116
200910520051,808,39.0110997,-94.7191957
200910520052,1136,38.9974921,-94.7190925
200910520053,940,39.0047693,-94.7191695
200910520061,1391,39.0111446,-94.7098754
200910520062,895,39.0042229,-94.7097422
200910520063,1328,38.9969489,-94.7098463
200910521011,913,39.0185924,-94.6990146
200910521012,838,39.0259585,-94.6980963
200910521021,1229,39.0260797,-94.7145531
200910521022,712,39.0187928,-94.709989
200910521023,728,39.0188408,-94.7192242
200910522011,828,39.0410964,-94.6815461
200910522012,986,39.0360004,-94.6938231
200910522013,1784,39.0367085,-94.7017261
200910522022,1521,39.0366555,-94.719247
200910522021,1912,39.0366851,-94.709911
200910523041,1523,39.0184528,-94.7330725
200910523042,1842,39.011072,-94.7330851
200910523043,1578,39.0037634,-94.7331158
200910523051,1724,39.0403915,-94.7386361
200910523052,1265,39.033085,-94.736149
200910523053,1867,39.0258221,-94.7341174
200910523062,1969,39.0362701,-94.7654165
200910523061,1602,39.0288386,-94.7697209
200910523073,1792,39.0064669,-94.7533367
200910523071,1136,39.0041849,-94.7727208
200910523072,932,39.0034675,-94.7477444
200910523081,1071,39.018373,-94.751821
200910523082,909,39.0157068,-94.7727043
200910523083,1541,39.0125595,-94.7541619
200910524101,837,38.9926663,-94.7700143
200910524102,1059,38.9818661,-94.7655798
200910524105,1035,38.9748365,-94.7737445
200910524103,792,38.9820227,-94.7730369
200910524104,1499,38.9745763,-94.7662298
200910524111,1794,38.996189,-94.7513265
200910524112,1293,38.9891464,-94.751634
200910524141,1815,38.9823529,-94.7513827
200910524142,2203,38.9752088,-94.7519193
200910524151,2009,38.9637443,-94.7653112
200910524152,1533,38.9640627,-94.7726713
200910524161,1995,38.963811,-94.7566237
200910524162,983,38.9688024,-94.7468118
200910524163,740,38.9626125,-94.7458357
200910524164,774,38.9616205,-94.7498212
200910524171,981,38.9597803,-94.7350049
200910524172,1662,38.9666281,-94.7397106
200910524173,746,38.9677731,-94.7317777
200910524183,1541,38.9888405,-94.718496
200910524181,1047,38.9901474,-94.7098197
200910524182,895,38.9913586,-94.7219564
200910524192,1864,38.989708,-94.7362018
200910524191,1396,38.9966811,-94.7325085
200910524193,1525,38.9890816,-94.7264872
200910524211,1711,38.9820053,-94.729012
200910524212,1055,38.9818747,-94.7383033
200910524213,1326,38.9746728,-94.7329717
200910524214,696,38.9798702,-94.7211575
200910524221,1151,38.9454708,-94.7372192
200910524224,1626,38.938286,-94.73172
200910524222,1353,38.9456858,-94.7282192
200910524223,628,38.9403069,-94.7424318
200910524233,954,38.9584338,-94.7264134
200910524231,971,38.9524525,-94.7323398
200910524232,931,38.9513703,-94.726296
200910525021,1641,39.0184267,-94.8023418
200910525051,1450,38.9814786,-94.7779011
200910525052,1623,38.9747502,-94.7872552
200910525061,1489,38.9484181,-94.7967678
200910525071,987,38.964965,-94.7776066
200910525072,2199,38.9630577,-94.7989667
200910526041,2254,38.9957371,-94.8669189
200910526061,1992,39.0197684,-94.8621145
200910526071,10,39.0352385,-94.8818883
200910526072,2641,39.0150427,-94.8798781
200910526081,1914,38.9709072,-94.8359366
200910526082,2205,38.9570569,-94.829121
200910526083,2299,38.9467957,-94.8369444
200910526091,1970,38.9758772,-94.8858162
200910526092,1564,38.9639081,-94.8623533
200910526093,2448,38.9545809,-94.8820879
200910526103,0,39.0526642,-94.8397477
200910526101,1979,39.0367481,-94.8370217
200910526102,2183,39.0360263,-94.8298703
200910526104,2084,39.0425784,-94.8323157
200910526111,1380,38.9940917,-94.831446
200910526112,1063,38.9939888,-94.8477468
200910526121,1300,39.0405086,-94.8473584
200910526122,1815,39.0333454,-94.8468573
200910526133,1939,39.0221833,-94.8462344
200910526131,1570,39.0256595,-94.8293746
200910526132,907,39.0115906,-94.8471425
200910526134,1270,39.0120986,-94.830322
200910526135,1564,39.0187295,-94.8312631
200910527012,1462,38.9729128,-95.0163278
200910527011,0,38.9895328,-94.9309855
200910527013,1286,38.9684436,-94.9313676
200910527014,1379,38.967279,-94.9681846
200910527015,1256,38.9792929,-94.9446744
200910527021,776,38.9220933,-94.9288224
200910527022,1463,38.9104652,-94.997326
200910528031,1257,38.8875641,-94.829963
200910528032,1070,38.8924064,-94.8226117
200910528033,1810,38.8947641,-94.8299708
200910528041,1896,38.9203035,-94.8715834
200910528042,1257,38.9354838,-94.8719532
200910528043,1678,38.9382149,-94.8976006
200910528055,1581,38.9018392,-94.8591547
200910528051,1907,38.8923336,-94.8577621
200910528052,1320,38.9036422,-94.8910594
200910528053,1687,38.889339,-94.8656585
200910528054,1656,38.8959439,-94.8456775
200910528061,1131,38.9010129,-94.8301439
200910528062,3024,38.9067182,-94.8242974
200910528063,1908,38.9067378,-94.8409907
200910528071,2428,38.9200082,-94.8252922
200910528072,864,38.9200165,-94.8437219
200910528073,1538,38.9342863,-94.8343427
200910529042,1437,38.9016316,-94.80176
200910529041,732,38.90315,-94.8109685
200910529043,1305,38.9088524,-94.8023523
200910529051,2828,38.9075996,-94.7864429
200910529052,1761,38.8946021,-94.7931403
200910529061,984,38.8870919,-94.801175
200910529062,1496,38.8942466,-94.8023316
200910529063,2474,38.8920686,-94.813119
200910529071,752,38.9013482,-94.7650676
200910529072,2265,38.9013049,-94.7760303
200910529073,21,38.9138014,-94.7662441
200910529074,1507,38.9072215,-94.7686203
200910529081,1955,38.8879822,-94.7696431
200910529082,873,38.8951704,-94.7767174
200910529083,1757,38.8949848,-94.7684225
200910529084,1107,38.8902533,-94.7844075
200910529102,1997,38.9184411,-94.8076376
200910529101,1569,38.9194304,-94.7868732
200910529103,752,38.9344625,-94.8068588
200910530041,1844,38.9311842,-94.7304626
200910530042,1812,38.9201356,-94.7329546
200910530051,1794,38.9291927,-94.7493509
200910530061,1539,38.9237942,-94.7468688
200910530062,1491,38.916508,-94.7558792
200910530063,714,38.9164446,-94.7465917
200910530071,1319,38.9092178,-94.7559663
200910530072,1228,38.9037479,-94.7537297
200910530073,1094,38.9010581,-94.7503343
200910530074,1267,38.9094748,-94.7467346
200910530081,2005,38.907828,-94.7360259
200910530082,1428,38.902833,-94.7269294
200910530083,1430,38.9034657,-94.7324565
200910530091,2007,38.9055477,-94.7144255
200910530092,889,38.8955787,-94.710149
200910530093,2310,38.8882877,-94.7076119
200910530102,1094,38.8954512,-94.7188514
200910530105,1329,38.8881809,-94.7278537
200910530101,1331,38.8877143,-94.7375279
200910530103,1036,38.8884008,-94.7194264
200910530104,836,38.8948268,-94.735894
200910530106,455,38.8959301,-94.7268613
200910530111,127,38.885449,-94.7469605
200910530112,2106,38.8916693,-94.7523326
200910530121,707,38.9313211,-94.7188363
200910530122,2535,38.9205135,-94.7189925
200910530131,574,38.9158127,-94.7097396
200910530132,362,38.9295068,-94.7092061
200910530133,1403,38.9212692,-94.7107719
200910531013,2113,38.9184222,-94.6981505
200910531011,786,38.9144237,-94.6907357
200910531012,1262,38.9225068,-94.6899561
200910531014,2,38.9295838,-94.6970134
200910531021,2125,38.9166357,-94.6783245
200910531022,615,38.9305468,-94.6776721
200910531023,1907,38.9235427,-94.6758993
200910531052,773,38.9094849,-94.6886394
200910531051,693,38.9111871,-94.6936434
200910531053,686,38.904553,-94.6801013
200910531054,1154,38.9095979,-94.6788163
200910531081,2144,38.9078251,-94.698162
200910531082,2060,38.9013555,-94.6958529
200910531091,919,38.895292,-94.6834972
200910531092,1989,38.8895373,-94.6807283
200910531093,42,38.9010099,-94.682222
200910531101,2007,38.8884673,-94.6942049
200910531102,1838,38.8955347,-94.6948254
200910532011,829,38.9202193,-94.6443614
200910532012,1346,38.9057627,-94.6631539
200910532013,293,38.9224715,-94.6562601
200910532021,1944,38.9054699,-94.653911
200910532022,1998,38.9058988,-94.6440606
200910532031,2107,38.8896726,-94.6571509
200910532032,2118,38.891013,-94.6445266
200910532033,911,38.8953747,-94.6628869
200910532034,513,38.8945809,-94.6720192
200910533011,2494,38.9090233,-94.6238609
200910533012,1406,38.9228937,-94.6338161
200910533013,1293,38.92289,-94.6188225
200910533022,1599,38.8965032,-94.6257587
200910533024,1705,38.8893856,-94.6170274
200910533021,2103,38.8940209,-94.6353065
200910533023,1731,38.9016688,-94.6155451
200910534032,1609,38.8765041,-94.7464738
200910534031,2389,38.876254,-94.7557147
200910534092,668,38.8753401,-94.6098931
200910534091,1158,38.8767288,-94.6392309
200910534093,1984,38.8766935,-94.6208717
200910534111,1696,38.8514551,-94.6565641
200910534112,1270,38.8328,-94.6584582
200910534113,2486,38.8448011,-94.6596397
200910534132,2068,38.8621899,-94.6545732
200910534131,2014,38.8615352,-94.6637638
200910534143,715,38.8805693,-94.6628627
200910534141,2136,38.8738418,-94.6648397
200910534142,2056,38.8756225,-94.653053
200910534152,1067,38.8801222,-94.6720187
200910534151,1469,38.8764957,-94.6813995
200910534153,1731,38.8728067,-94.6720932
200910534171,2164,38.8619441,-94.6818345
200910534172,1814,38.8618333,-94.6725254
200910534181,1972,38.8399158,-94.6722717
200910534182,586,38.8327766,-94.6816665
200910534183,2274,38.8471237,-94.6814718
200910534191,1656,38.8764206,-94.693495
200910534211,2493,38.8783915,-94.7378772
200910534212,1680,38.875263,-94.7303191
200910534221,2247,38.8764143,-94.7120924
200910534231,1936,38.8626512,-94.7105317
200910534232,1993,38.8647509,-94.6956841
200910534233,1507,38.8579376,-94.6949871
200910534253,0,38.8482472,-94.7383677
200910534251,17,38.8256484,-94.7516908
200910534252,1263,38.8475259,-94.7564307
200910534254,1927,38.8475002,-94.7470464
200910534262,1315,38.8592632,-94.7553897
200910534264,1391,38.8617616,-94.7294052
200910534261,788,38.8661266,-94.7569289
200910534263,1941,38.8627789,-94.7469373
200910534271,1760,38.847402,-94.7144305
200910534272,1837,38.8381223,-94.7317361
200910534273,3162,38.8328406,-94.7144768
200910534282,2159,38.8473197,-94.6957378
200910534281,2134,38.8327667,-94.6957644
200910534291,2296,38.862018,-94.6192772
200910534292,2416,38.8619539,-94.6398716
200910534302,2570,38.8474428,-94.6398117
200910534301,2326,38.8329262,-94.6398988
200910534311,1519,38.8479412,-94.6205357
200910534312,1119,38.8342186,-94.6181768
200910535021,1104,38.876602,-94.7913748
200910535022,2563,38.8761041,-94.784568
200910535061,1559,38.8798902,-94.7705286
200910535062,2231,38.8726326,-94.76998
200910535073,922,38.8571059,-94.7669319
200910535071,1632,38.8652431,-94.7742289
200910535072,1215,38.8581048,-94.7758212
200910535074,760,38.8613118,-94.7652561
200910535075,1001,38.8662559,-94.7649822
200910535081,1066,38.8603162,-94.8032949
200910535083,1304,38.8599986,-94.7926436
200910535085,1358,38.8577943,-94.7838204
200910535082,963,38.8674587,-94.7917367
200910535084,1381,38.8648363,-94.7831545
200910535094,1424,38.8444396,-94.7839035
200910535091,942,38.8425636,-94.7924185
200910535092,1711,38.849927,-94.7933748
200910535093,1482,38.8513752,-94.7846746
200910535095,1319,38.8474643,-94.8066226
200910535104,1466,38.850216,-94.7756408
200910535101,1137,38.8436038,-94.7655006
200910535102,1824,38.8506165,-94.7668545
200910535103,1079,38.8428769,-94.7752141
200910535551,811,38.8822822,-94.8205157
200910535552,627,38.8841635,-94.810558
200910535553,674,38.8806146,-94.8104733
200910535561,1534,38.877137,-94.7975264
200910535562,1063,38.8744123,-94.8029958
200910535571,951,38.8724767,-94.8190248
200910535572,1362,38.8737387,-94.8110208
200910535581,1572,38.8236402,-94.8082772
200910535582,1853,38.8326566,-94.8006101
200910535591,1931,38.8239844,-94.7878284
200910535592,1674,38.8364893,-94.792704
200910535601,1270,38.8186065,-94.7700386
200910535602,1206,38.8331355,-94.766277
200910535603,1968,38.8328529,-94.7753921
200910536012,1279,38.8723879,-94.8280637
200910536011,819,38.8801065,-94.8292514
200910536031,9,38.8635223,-94.8107007
200910536032,1344,38.8399686,-94.8439058
200910536033,1624,38.8763999,-94.8809447
200910536041,854,38.8805383,-94.8392527
200910536044,2010,38.8732369,-94.8392507
200910536042,1586,38.8798491,-94.8483966
200910536043,1004,38.8725528,-94.8487132
200910537011,1699,38.7602809,-95.0103344
200910537012,1007,38.8040599,-95.0116511
200910537031,1867,38.8028396,-94.9203677
200910537032,1509,38.8037365,-94.9113057
200910537051,1706,38.8023687,-94.9046794
200910537052,1609,38.8092544,-94.8981715
200910537072,2608,38.8217029,-94.9158963
200910537071,942,38.8195279,-94.9234979
200910537073,1664,38.8135581,-94.915204
200910537091,1908,38.8117181,-94.9376316
200910537092,2007,38.8217267,-94.9363938
200910537093,2461,38.8123526,-94.9556533
200910537113,1991,38.8468969,-94.9374473
200910537111,2325,38.8618269,-94.8901708
200910537112,750,38.8322945,-94.8880258
200910537121,1204,38.7915048,-94.9206828
200910537122,1552,38.8020073,-94.9344519
200910537123,12,38.7832764,-94.9536474
200910537124,1954,38.7676128,-94.9096317
200910538011,608,38.769822,-94.8507952
200910538012,1246,38.8038315,-94.8480278
200910538013,2046,38.7455347,-94.8325187
200910538014,1114,38.7596566,-94.8227854
200910538015,1481,38.7528513,-94.7880228
200910538016,1118,38.7898602,-94.7914408
200910538031,2319,38.7601375,-94.6429677
200910538032,1760,38.8037338,-94.6420763
200910538044,1499,38.7701727,-94.7169826
200910538041,987,38.8086323,-94.7392168
200910538042,2018,38.8144836,-94.7049807
200910538043,0,38.7962962,-94.6956967
200919800011,18,38.9389307,-94.7687085
200919800031,1,38.9873099,-94.8011267
200919800041,7,38.9765916,-94.7101586
200919800051,1,38.980487,-94.7159329
200919801001,0,38.9635175,-94.7185252
200939591001,1574,38.0009977,-101.3204967
200939591003,1456,37.9511765,-101.2938248
200939591002,953,37.9362064,-101.2438622
200959611001,1137,37.4944961,-97.9588279
200959611002,1207,37.6615755,-97.9382411
200959612001,889,37.6593881,-98.1019173
200959612003,1227,37.6289367,-98.1162091
200959612002,1303,37.6609823,-98.1331997
200959613001,829,37.4920646,-98.2744
200959613002,878,37.6685018,-98.2991665
200979691001,904,37.5552909,-99.2934229
200979691002,732,37.6151279,-99.0690205
200979691003,824,37.6055521,-99.2961508
200999501001,1572,37.3495139,-95.2244118
200999501002,1289,37.335687,-95.2539304
200999502001,762,37.3347988,-95.2679631
200999502002,1240,37.340172,-95.2615721
200999503001,1073,37.3624627,-95.3098517
200999503002,943,37.3479588,-95.2809012
200999503003,760,37.3473406,-95.2726587
200999504003,1244,37.3296759,-95.2765303
200999504001,1228,37.3072016,-95.2933935
200999504002,742,37.3368365,-95.2804175
200999505003,1758,37.2928785,-95.4345678
200999505001,1105,37.2696944,-95.1975002
200999505002,1101,37.180913,-95.286689
200999506001,994,37.107577,-95.2496191
200999506002,1235,37.0788677,-95.4216467
200999507001,1168,37.1627218,-95.1204339
200999507002,805,37.170534,-95.0900552
200999508001,1165,37.0525577,-95.1067291
201019566001,830,38.5169821,-100.5011126
201019566002,744,38.3750579,-100.363822
201030701001,1286,39.3221615,-94.9110586
201030701002,788,39.3209038,-94.9171004
201030702001,1247,39.3242829,-94.9334401
201030702002,893,39.3226505,-94.9255867
201030702003,645,39.3239935,-94.9217766
201030703001,1632,39.3062624,-94.9422879
201030703002,1642,39.322566,-94.9470712
201030703003,893,39.314081,-94.9475975
201030703004,681,39.3160251,-94.9282159
201030703005,980,39.3145731,-94.9357705
201030704001,663,39.3129355,-94.9196702
201030704002,907,39.3055717,-94.9241698
201030704003,1226,39.3059215,-94.9163768
201030704004,585,39.3084589,-94.9072261
201030705002,1151,39.2967705,-94.9119458
201030705003,993,39.2929407,-94.9017657
201030705001,1065,39.2942074,-94.9196132
201030705004,2548,39.2757423,-94.907344
201030707002,920,39.2983392,-94.9302829
201030707001,1689,39.2955777,-94.9419102
201030707003,1464,39.2862964,-94.9237653
201030707004,814,39.286101,-94.9322971
201030709002,1161,39.3676598,-95.1198989
201030709001,1673,39.3692067,-95.0040282
201030710001,1277,39.2568302,-95.099555
201030710002,2068,39.2888022,-94.9956226
201030710003,823,39.2281432,-94.9810671
201030711021,1151,39.2721909,-94.8828517
201030711022,2257,39.2449999,-94.8556683
201030711023,1389,39.2177444,-94.8639426
201030711031,2952,39.2747771,-94.9397437
201030711041,2616,39.2184825,-94.927149
201030711051,1388,39.2449854,-94.9096637
201030711052,747,39.2632431,-94.9092855
201030711053,2352,39.2558995,-94.9093802
201030711054,368,39.2494954,-94.9376337
201030712023,1079,39.0689266,-94.9610053
201030712021,1913,39.1001844,-94.9380255
201030712022,1426,39.0933505,-94.9950218
201030712041,2781,39.1354602,-94.9490713
201030712042,1920,39.1349488,-94.9230407
201030712051,2198,39.1766002,-94.9267828
201030712052,721,39.1305665,-94.9878299
201030712053,925,39.1734398,-94.9995792
201030714001,1639,39.0316746,-94.9752905
201030714002,1181,39.0029663,-95.0348376
201030714003,672,38.9997489,-95.1237766
201030714004,538,39.0403982,-95.1589355
201030716001,1122,39.1105787,-95.1556667
201030716002,1826,39.1661612,-95.1032849
201030718004,1586,39.1091488,-95.070371
201030718001,1178,39.0717698,-95.1027926
201030718002,824,39.1056376,-95.0888483
201030718003,1141,39.1183634,-95.0978122
201030718005,1841,39.0966884,-95.0462339
201039819005,0,39.3784254,-94.9339508
201039819001,1291,39.3498329,-94.9424919
201039819002,1802,39.3327601,-94.9335608
201039819003,1704,39.3392651,-94.9372468
201039819004,1594,39.3496267,-94.9312954
201039819006,1761,39.3507704,-94.918905
201039819007,284,39.3744089,-94.9103892
201050861004,715,39.0171742,-98.1435456
201050861001,972,39.0825269,-98.1662917
201050861002,598,39.074884,-98.1322124
201050861003,654,38.9540719,-98.3231783
201079551011,991,38.2254209,-94.8350293
201079551012,1789,38.3244102,-94.9156207
201079551021,1026,38.3668301,-94.7107961
201079551022,650,38.3249692,-94.6767881
201079551023,919,38.3658832,-94.7642875
201079552001,776,38.1097515,-94.9483492
201079552002,1256,38.1310378,-94.7977097
201079552003,842,38.1596019,-94.7412416
201079552004,657,38.1668324,-94.6991798
201079552005,685,38.0909236,-94.6894835
201099546001,772,38.9167062,-101.1492343
201099546002,826,39.1253237,-100.8604993
201099546003,1164,39.1267119,-100.8331156
201110001011,1036,38.4153396,-96.1744286
201110001012,1228,38.4090975,-96.1766192
201110001013,1165,38.408266,-96.1690286
201110001021,284,38.4173487,-96.1794015
201110001031,1431,38.4127237,-96.1514538
201110002013,1078,38.4141081,-96.1985626
201110002011,1080,38.4216542,-96.1916026
201110002012,1372,38.426577,-96.2016818
201110002021,2425,38.4244048,-96.2210236
201110002031,934,38.4217736,-96.2126572
201110003001,1052,38.4066851,-96.1950752
201110003002,932,38.4094316,-96.198416
201110003003,928,38.4092814,-96.2111118
201110003004,684,38.3998844,-96.2290944
201110003005,901,38.4005388,-96.1966775
201110003006,485,38.3863078,-96.1945916
201110004002,716,38.4140643,-96.1855431
201110004004,816,38.4060937,-96.1854219
201110004001,603,38.4177266,-96.1855167
201110004003,753,38.4104943,-96.1846958
201110005003,1134,38.3971429,-96.1808341
201110005001,757,38.3928028,-96.1563803
201110005002,844,38.4025434,-96.1787579
201110005004,1564,38.3858892,-96.1732299
201110006001,863,38.674686,-96.1539069
201110006002,1364,38.530551,-96.0870642
201110007001,1358,38.5284526,-96.2813963
201110007002,983,38.3754967,-96.2808839
201110008001,1089,38.2436769,-96.2463339
201110008002,696,38.243328,-96.0457613
201110008003,1624,38.386227,-96.0515745
201137881002,1171,38.3841159,-97.5286101
201137881003,796,38.3841908,-97.4086747
201137881001,881,38.5077367,-97.4962021
201137882001,2330,38.5898461,-97.6808851
201137882002,1648,38.5631174,-97.6594093
201137883001,769,38.2558236,-97.8441255
201137883002,1144,38.4432775,-97.7968402
201137883003,862,38.5712907,-97.792397
201137884002,1316,38.384847,-97.671227
201137884003,1092,38.4056673,-97.6668741
201137884001,2449,38.3856903,-97.6394685
201137884004,1583,38.3784315,-97.6578287
201137885001,903,38.3697372,-97.6652984
201137885002,804,38.369404,-97.6721448
201137886001,1699,38.3546565,-97.6426017
201137886002,1604,38.372341,-97.6494208
201137886003,1866,38.3588756,-97.6994578
201137886004,1231,38.366135,-97.6542519
201137887001,813,38.3265759,-97.4925234
201137887002,1458,38.2390033,-97.7758316
201137887003,1933,38.2369963,-97.4559353
201137887004,748,38.1875665,-97.5184176
201137887005,1123,38.2388242,-97.6605296
201154895001,782,38.5222301,-97.2175772
201154895002,732,38.5033701,-96.9577378
201154896002,955,38.3605151,-97.1824773
201154896003,853,38.3408748,-97.2060175
201154896001,986,38.3570907,-97.2517918
201154896004,1014,38.3558524,-97.2125709
201154897001,923,38.3410862,-97.0059702
201154897002,1024,38.355272,-97.0082247
201154897003,852,38.3693025,-96.9944593
201154898002,1174,38.2322404,-97.3078349
201154898001,877,38.2320231,-97.160726
201154898003,567,38.1303061,-97.1164496
201154898004,1084,38.1941341,-96.9555473
201170407011,924,39.7043091,-96.4064802
201170407012,915,39.7120145,-96.3937407
201170605101,1295,39.8333526,-96.6317214
201170605102,1691,39.8484931,-96.6390999
201170605103,769,39.8368363,-96.6493887
201170701821,960,39.6712291,-96.6756941
201170701822,1258,39.6913689,-96.6956269
201170901861,1192,39.9213595,-96.3516148
201170901862,1034,39.9255042,-96.63364
201199666001,622,37.1896293,-100.3955174
201199666002,1084,37.264567,-100.5896755
201199666003,755,37.3866711,-100.2546381
201199667001,1594,37.3010184,-100.3630168
201211001001,1490,38.7059515,-94.8755879
201211001002,666,38.6404569,-94.8804048
201211001003,23,38.6791445,-94.9217179
201211001004,1442,38.6798322,-94.9980441
201211002001,1891,38.7314267,-94.8255828
201211002002,1252,38.7098776,-94.8264498
201211002003,1175,38.7045599,-94.7551819
201211002004,975,38.6479846,-94.7567222
201211003001,1297,38.6800831,-94.644987
201211003002,876,38.6280628,-94.6667636
201211003003,995,38.6281134,-94.6852042
201211004001,1387,38.504097,-94.6499875
201211004002,947,38.6125569,-94.6868136
201211004003,733,38.6172598,-94.6807082
201211004004,1416,38.6135677,-94.6668548
201211005001,1037,38.4332491,-94.9323971
201211005002,983,38.4481029,-94.7650243
201211005004,714,38.5152168,-94.836201
201211005003,1463,38.5717735,-94.7685876
201211006011,748,38.5662431,-94.8640469
201211006014,730,38.6006523,-94.853982
201211006012,1302,38.554652,-94.8811686
201211006013,683,38.5668433,-94.8919031
201211006015,1342,38.5753003,-94.8754062
201211006016,1468,38.5847633,-94.8659478
201211006021,1805,38.5795139,-94.9755629
201211007006,1110,38.4946769,-94.9894513
201211007001,724,38.5203473,-94.9279624
201211007002,546,38.4986294,-94.9423354
201211007003,803,38.4811507,-94.9486732
201211007004,604,38.4975092,-94.9544768
201211007005,650,38.4965213,-94.9610269
201211007007,914,38.4823495,-95.0161048
201231766002,785,39.4538775,-98.1341404
201231766004,1242,39.4625144,-98.1046469
201231766003,935,39.4809089,-98.1161727
201231766001,1073,39.3888871,-98.0230878
201231767001,727,39.3523062,-98.3092365
201231767002,1034,39.5267188,-98.2991878
201259501002,951,37.3152135,-95.6273717
201259501001,993,37.3091282,-95.8425296
201259502001,2507,37.2722457,-95.5570263
201259503001,909,37.2485335,-95.7027671
201259503002,1120,37.2342936,-95.7134084
201259503003,966,37.2443316,-95.7199307
201259503004,1088,37.2507539,-95.740079
201259504001,1112,37.2257541,-95.7091284
201259504002,1038,37.2259742,-95.6968163
201259505001,814,37.2276696,-95.7189089
201259505002,652,37.2076687,-95.7461629
201259506003,772,37.217058,-95.7081731
201259506001,701,37.2165272,-95.6881248
201259506002,1337,37.1894948,-95.7154933
201259507001,883,37.1466263,-95.8671593
201259507002,901,37.0359144,-95.8049507
201259507003,1003,37.1046713,-95.7281208
201259507004,912,37.1595172,-95.5924566
201259508001,1555,37.0442309,-95.6815346
201259508002,802,37.042026,-95.6482296
201259508003,808,37.0178042,-95.6745523
201259508004,1276,37.0872776,-95.647845
201259510001,916,37.0361362,-95.6239003
201259510002,982,37.0380597,-95.6182988
201259511001,460,37.0471089,-95.6180487
201259511002,745,37.0382901,-95.6350492
201259511003,1118,37.0456478,-95.6341022
201259513001,975,37.0403836,-95.9391739
201259513002,1124,37.014795,-95.9064916
201259514001,1127,37.0305594,-95.5690032
201259514002,939,37.0179124,-95.6291659
201279636003,951,38.7603595,-96.8104851
201279636001,1064,38.7584272,-96.5587382
201279636002,906,38.5895666,-96.6420455
201279637002,1051,38.6656791,-96.5065653
201279637001,745,38.719041,-96.4681294
201279637003,669,38.6494149,-96.4976282
201299646001,750,37.1943988,-101.7974811
201299646002,889,37.016377,-101.9171535
201299646003,1062,37.0168662,-101.881093
201314801001,1745,39.8885081,-95.844933
201314801002,1729,39.894862,-95.8161292
201314802001,1040,39.8407083,-96.0747408
201314802002,1421,39.8441854,-96.0712506
201314802004,738,39.9489514,-96.0637308
201314802003,1051,39.8226445,-96.0700945
201314803001,932,39.6714801,-95.8885761
201314803002,967,39.6602642,-96.0970721
201314803003,650,39.7402169,-96.1739699
201339516005,672,37.5762941,-95.2735098
201339516001,766,37.4723694,-95.1298095
201339516002,697,37.6678949,-95.1871626
201339516003,748,37.5666848,-95.1628718
201339516004,826,37.6759886,-95.3488957
201339517001,561,37.7064268,-95.4444197
201339517002,578,37.6881668,-95.4560176
201339517003,1227,37.7085146,-95.4957204
201339518002,902,37.6785164,-95.4642829
201339518004,714,37.6735384,-95.4580902
201339518001,1261,37.673794,-95.4997147
201339518003,1114,37.6407114,-95.4935054
