"GEOID","PopulationValue","CENTLAT","CENTLON"
201339519002,994,37.6721242,-95.4524278
201339519001,1132,37.6759669,-95.4415907
201339519003,947,37.6421583,-95.4341392
201339520001,1399,37.5053192,-95.3238302
201339520002,1366,37.442993,-95.4367423
201359563002,732,38.4653396,-99.9462386
201359563001,672,38.4631604,-99.8845131
201359563003,650,38.4658235,-99.7597392
201359563004,633,38.4959183,-100.0955276
201379517001,1426,39.8554942,-99.744794
201379517002,786,39.8521347,-99.9015382
201379517003,1273,39.8322507,-99.8975827
201379517004,1033,39.802553,-99.8904453
201379517005,941,39.7727462,-99.925743
201390101001,709,38.8242551,-95.702214
201390101004,740,38.8056206,-95.5556775
201390101002,794,38.8094231,-95.6920396
201390101003,892,38.8191529,-95.6641152
201390101005,1084,38.7823545,-95.5564391
201390102002,1109,38.7592003,-95.8333753
201390102001,807,38.8159022,-95.8506345
201390102003,921,38.7673607,-95.7702287
201390103001,1132,38.5792543,-95.8302288
201390103002,874,38.4918597,-95.6077024
201390104001,1301,38.6434192,-95.8210285
201390104002,1669,38.6224099,-95.8293337
201390105001,1741,38.693124,-95.6180135
201390105002,1251,38.6071569,-95.6986212
201390105003,742,38.5839786,-95.5883478
201414741004,731,39.4043914,-98.7030888
201414741001,898,39.4936793,-98.5606975
201414741002,907,39.3149752,-98.7978934
201414741003,964,39.5081542,-98.7079486
201430856001,1357,39.0038514,-97.5526524
201430856002,651,39.1637193,-97.5069659
201430857001,892,39.0338202,-97.7915931
201430857002,740,39.2164349,-97.8059863
201430857003,1111,39.108819,-97.6915303
201430857004,984,39.1441047,-97.7058529
201459702002,972,38.1849447,-99.0991906
201459702003,913,38.1772508,-99.0971775
201459702005,1112,38.1602566,-99.1133654
201459702001,1087,38.1817401,-99.0727412
201459702004,721,38.1742357,-99.1597972
201459703001,722,38.2071781,-99.4323286
201459703002,726,38.1642715,-99.1243788
201474751001,580,39.8816399,-99.1967939
201474751002,465,39.6578174,-99.2085441
201474752002,655,39.6466556,-99.4973332
201474752001,707,39.8681443,-99.4831981
201474753001,832,39.7702503,-99.3377066
201474753002,1038,39.7347815,-99.3547891
201474753003,704,39.7338714,-99.3086916
201490001012,1104,39.2707768,-96.4749104
201490001011,1393,39.2938129,-96.2922903
201490001021,2238,39.1959926,-96.4113747
201490001022,1594,39.2173026,-96.4311847
201490001023,313,39.1846489,-96.5045676
201490001024,3828,39.2096189,-96.5004121
201490002002,1152,39.2044328,-96.3092679
201490002001,1940,39.2186412,-96.3422704
201490002003,1199,39.2026787,-96.2735034
201490002004,1700,39.1844341,-96.3491922
201490003001,1259,39.2951745,-96.1386727
201490003002,2198,39.2128602,-96.0670204
201490003003,1288,39.179372,-96.0827266
201490004001,1029,39.4678031,-96.1961175
201490004003,1165,39.4463356,-96.5461902
201490004002,749,39.4941473,-96.1781022
201490004004,1199,39.3801097,-96.4376365
201519686001,1022,37.6774937,-98.5929666
201519686002,895,37.6249253,-98.8545057
201519687001,1286,37.6574625,-98.7139783
201519687002,1391,37.6569925,-98.7628009
201519687003,888,37.6488407,-98.7347838
201519688001,1397,37.6225226,-98.7145238
201519688002,911,37.624411,-98.7727395
201519688003,1367,37.642306,-98.7442342
201539506001,1382,39.7883783,-101.0179649
201539506002,1179,39.7850394,-101.0782087
201550001001,894,38.0943296,-97.8845377
201550001002,796,38.0929418,-97.8994044
201550001003,1672,38.080762,-97.8965634
201550002003,1393,38.0772268,-97.9093513
201550002004,655,38.0683273,-97.9175739
201550002001,1121,38.0897662,-97.9165303
201550002002,865,38.0794903,-97.9177355
201550003003,1414,38.0831028,-97.9320108
201550003001,2574,38.0957601,-97.9246774
201550003002,961,38.0895189,-97.9291725
201550003004,1969,38.0815821,-97.9507627
201550004001,771,38.0747257,-97.9505618
201550004002,666,38.074858,-97.9437948
201550004003,767,38.0692622,-97.94769
201550004004,1217,38.0650577,-97.9507906
201550005004,623,38.065735,-97.9272814
201550005006,642,38.0624885,-97.9266441
201550005001,1199,38.0741673,-97.9270342
201550005002,1028,38.0751736,-97.9363426
201550005003,908,38.0688886,-97.9362467
201550005005,958,38.0634824,-97.9362364
201550006002,909,38.0537727,-97.9364303
201550006003,732,38.058046,-97.9268721
201550006001,972,38.0512881,-97.9272876
201550007003,1148,38.0591631,-97.908324
201550007001,647,38.0492994,-97.9146337
201550007002,1180,38.068959,-97.9064941
201550007004,845,38.0620546,-97.9175454
201550007005,680,38.0567556,-97.9174633
201550007006,643,38.052416,-97.9155491
201550008001,888,38.0531086,-97.9545813
201550008002,609,38.0437387,-97.9321439
201550008003,555,38.0327239,-97.9189248
201550008004,1062,38.0380842,-97.9084942
201550010001,998,38.0623344,-97.8990927
201550010002,1078,38.0543274,-97.8927674
201550011002,1721,38.1008976,-97.8405395
201550011003,1510,38.0612585,-97.8551275
201550011001,2137,38.1323692,-97.9160943
201550012001,1224,38.1268626,-97.9847735
201550012002,2153,38.0761135,-97.9763181
201550013001,1438,38.0126183,-97.9233255
201550013002,1315,38.0290064,-97.9770849
201550014001,1323,37.914717,-97.7635117
201550014002,997,37.9775114,-98.0698676
201550014003,1581,37.8979246,-97.8617258
201550014004,992,37.9954709,-97.7908694
201550015001,916,38.1476664,-97.8649556
201550015002,1534,38.1522967,-97.7607276
201550015003,841,38.0788337,-97.7514426
201550016001,852,38.1090358,-98.175596
201550016002,917,38.146358,-98.0464646
201550017001,644,37.8196838,-98.3453896
201550017002,915,37.9391587,-98.1819426
201550017003,699,38.0290064,-98.373888
201550018001,1308,37.8100425,-98.053175
201550018002,842,37.7728998,-97.8248398
201579781001,560,39.9163739,-97.5219244
201579781002,512,39.7393745,-97.500773
201579782001,656,39.9163883,-97.7861288
201579782002,773,39.7509467,-97.8085162
201579783001,711,39.839262,-97.6150802
201579783002,708,39.8279278,-97.6516108
201579783003,754,39.8117788,-97.6083489
201599671001,1231,38.4383577,-98.0571513
201599671002,939,38.4382575,-98.346837
201599672003,782,38.3251167,-98.2304378
201599672001,812,38.3469597,-98.2023699
201599672002,966,38.3694116,-98.2019577
201599672004,1227,38.3258935,-98.1743948
201599673001,1392,38.1953749,-98.1968702
201599673002,935,38.2129533,-98.2067955
201599673003,1143,38.2588957,-98.1997243
201610002012,2119,39.2269504,-96.5660018
201610002011,1069,39.235367,-96.5990386
201610002022,1622,39.2047219,-96.5394731
201610002021,1767,39.2025771,-96.56194
201610002023,1807,39.2107115,-96.5652205
201610002024,1618,39.2161052,-96.5680968
201610003031,845,39.1956301,-96.5902069
201610003032,2106,39.1927265,-96.5904998
201610003041,1398,39.1983557,-96.6028077
201610003043,1925,39.1898135,-96.5968659
201610003042,1112,39.198707,-96.6104411
201610005002,837,39.1883601,-96.5739862
201610005003,849,39.1920729,-96.574169
201610005001,1423,39.1891606,-96.5665799
201610005004,1168,39.1984813,-96.5692491
201610006011,721,39.1910562,-96.6194216
201610006012,759,39.1946344,-96.6189883
201610006013,746,39.1978484,-96.6286204
201610006014,798,39.199816,-96.6197553
201610006015,749,39.1949131,-96.6344315
201610006022,2060,39.1678893,-96.6262631
201610006021,1125,39.1716232,-96.6633114
201610006023,3254,39.1813035,-96.6287637
201610007004,1130,39.1827931,-96.5859837
201610007001,780,39.1776954,-96.6024926
201610007002,1120,39.1835384,-96.5984269
201610007003,781,39.175699,-96.589614
201610008011,919,39.182787,-96.5807153
201610008012,749,39.1834917,-96.5750377
201610008015,658,39.181936,-96.5662209
201610008013,634,39.182049,-96.5716481
201610008014,826,39.1851321,-96.5650168
201610008022,1257,NA,NA
201610008021,827,NA,NA
201610009004,723,39.1158134,-96.4612454
201610009001,762,39.1091305,-96.7073784
201610009002,997,39.1358545,-96.6834292
201610009003,1676,39.1579052,-96.6102834
201610009005,972,39.1145069,-96.6112403
201610010027,493,39.0926802,-96.8005754
201610010021,510,39.0928978,-96.8113085
201610010022,4598,39.1089741,-96.8096306
201610010023,978,39.1094302,-96.7732969
201610010024,621,39.0905943,-96.8207774
201610010025,368,39.0952691,-96.8182809
201610010026,711,39.0915399,-96.8060707
201610011011,2300,39.2057952,-96.5847514
201610011012,1971,39.1998294,-96.5923475
201610011021,1053,39.2143097,-96.6078101
201610011022,1099,39.2070405,-96.6123848
201610011023,1581,39.2067621,-96.6030518
201610013013,1023,39.2126965,-96.6526796
201610013011,1140,39.2067664,-96.6209441
201610013012,1874,39.2129436,-96.6263205
201610013023,642,39.2399827,-96.6888329
201610013021,1593,39.3357137,-96.7045077
201610013022,1449,39.3023478,-96.8263056
201610013024,1266,39.4658785,-96.8233711
201619800001,1,39.2163093,-96.8195119
201639746001,766,39.4268751,-99.3182452
201639746002,1516,39.4361264,-99.2682566
201639747001,734,39.2088525,-99.3399534
201639747002,854,39.2468705,-99.2947561
201639747003,1049,39.2196289,-99.3221679
201659723003,1050,38.5205822,-99.3289193
201659723001,794,38.5215832,-99.3147239
201659723002,1112,38.5403461,-99.1762251
201679738002,809,38.8994312,-98.891228
201679738004,594,38.8899468,-98.8599708
201679738005,688,38.8921809,-98.850545
201679738001,669,38.9308765,-98.8194908
201679738003,850,38.8847283,-98.8659395
201679738006,940,38.856179,-98.8653341
201679739001,775,38.8504697,-98.959394
201679739002,829,39.0516397,-98.7331259
201679739003,537,38.8220154,-98.6594009
201690001011,900,38.8335661,-97.5996162
201690001012,1040,38.8339224,-97.589542
201690001013,886,38.8300922,-97.6088379
201690001023,692,38.8425381,-97.6077293
201690001021,737,38.8493556,-97.5871589
201690001022,823,38.8428106,-97.5986358
201690002001,736,38.8623545,-97.6170925
201690002002,1340,38.8538096,-97.6148494
201690003003,974,38.8403368,-97.6165822
201690003006,727,38.8290898,-97.6168496
201690003001,1047,38.8443438,-97.621086
201690003002,893,38.8345742,-97.6320224
201690003004,766,38.8346023,-97.6146447
201690003005,823,38.8344672,-97.6192502
201690004002,788,38.8235006,-97.6219999
201690004003,1169,38.8155179,-97.6172851
201690004001,984,38.8234974,-97.6157715
201690005001,1411,38.8219523,-97.6321494
201690005002,1210,38.8158642,-97.6266319
201690005003,2076,38.8089035,-97.6221885
201690005004,990,38.8020329,-97.6172652
201690006001,1182,38.788467,-97.6217115
201690006002,1694,38.7965673,-97.6573048
201690007001,4448,38.7915403,-97.5980732
201690007002,1722,38.7983659,-97.5990104
201690008001,1543,38.8089902,-97.605793
201690008002,2917,38.8052284,-97.5882307
201690009003,867,38.8234759,-97.6098258
201690009005,773,38.8161921,-97.6018721
201690009001,1628,38.8204743,-97.5879259
201690009002,843,38.8234345,-97.6028642
201690009004,1215,38.8162279,-97.6088148
201690009006,1392,38.8163159,-97.5932662
201690010001,3052,38.8367308,-97.5685812
201690010002,1620,38.8132751,-97.5691841
201690010003,1055,38.8376968,-97.5753229
201690011004,886,38.8272323,-97.7413965
201690011001,841,38.8681623,-97.4442615
201690011002,1065,38.9078937,-97.5581267
201690011003,1027,38.8849649,-97.8167006
201690012001,1119,38.7533843,-97.4923873
201690012002,806,38.6605995,-97.4804215
201690012003,995,38.6591523,-97.6552062
201690012004,601,38.6973269,-97.799988
201719571001,887,38.4823974,-100.9062632
201719571002,1262,38.4680934,-100.8883892
201719571003,1167,38.4607101,-100.9455148
201719571004,975,38.4787856,-100.9113147
201719571005,860,38.4896828,-100.9165075
201730001001,670,37.7318508,-97.3400835
201730001002,845,37.7262116,-97.3385893
201730001003,809,37.7262052,-97.3436383
201730001004,907,37.7254472,-97.3492327
201730002001,1545,37.7169352,-97.3506042
201730002002,1487,37.7138544,-97.3558931
201730003001,1052,37.7207329,-97.3419458
201730003002,933,37.71654,-97.3411287
201730003003,808,37.7134815,-97.3401132
201730003004,745,37.7085931,-97.3422808
201730003005,1190,37.7024328,-97.3409365
201730004002,707,37.7091774,-97.3316449
201730004003,996,37.7065114,-97.3241265
201730004001,1144,37.7055384,-97.3351709
201730006001,834,37.708015,-97.3123048
201730006002,1136,37.7124254,-97.3182753
201730007001,1540,37.7190979,-97.3047576
201730007002,995,37.7191578,-97.3140599
201730007003,879,37.7261229,-97.3129054
201730008001,569,37.7118455,-97.3036037
201730008002,548,37.7042244,-97.3029133
201730008003,1097,37.7081781,-97.3081662
201730009002,729,37.7116454,-97.2946447
201730009003,489,37.7061529,-97.2967304
201730009001,2293,37.7183243,-97.2903157
201730010003,1006,37.6981001,-97.2739461
201730010001,907,37.7007686,-97.2878991
201730010002,1249,37.7021204,-97.2826179
201730010004,679,37.6983218,-97.2786116
201730011001,602,37.6986105,-97.2954292
201730011003,813,37.6973211,-97.3024703
201730011002,687,37.6982582,-97.3086347
201730014001,707,37.7083157,-97.3588646
201730014002,940,37.7051489,-97.3509427
201730014003,1109,37.6984406,-97.3504739
201730014004,1068,37.6986452,-97.3625931
201730015001,923,37.6891584,-97.3579138
201730015002,1282,37.6912429,-97.37643
201730015003,794,37.6905094,-97.3677449
201730018001,844,37.6946265,-97.3127544
201730018002,1006,37.6892173,-97.3186381
201730019001,794,37.689906,-97.2959959
201730019002,1269,37.6899702,-97.3033877
201730020001,885,37.6901341,-97.2839852
201730020002,1170,37.691526,-97.2904451
201730022001,646,37.6843026,-97.2897539
201730022002,980,37.6820091,-97.2858356
201730023002,714,37.6844625,-97.3029299
201730023003,557,37.6819848,-97.3070529
201730023001,703,37.6828531,-97.2966033
201730024001,841,37.6789352,-97.3149141
201730024002,621,37.6809593,-97.3221928
201730026002,692,37.6752533,-97.3400142
201730026001,583,37.6758186,-97.3327995
201730027001,747,37.6752292,-97.3492658
201730027002,825,37.6798235,-97.3521908
201730028001,524,37.6849667,-97.3608407
201730028002,712,37.6800039,-97.3609214
201730028003,985,37.6753728,-97.3628294
201730028004,990,37.6828974,-97.3672281
201730029003,998,37.6778357,-97.3770853
201730029001,1280,37.6849786,-97.3761861
201730029002,631,37.677871,-97.3714143
201730030001,683,37.6714438,-97.3577685
201730030002,673,37.6666724,-97.3657878
201730030003,803,37.6713585,-97.3681317
201730031001,608,37.6608843,-97.3659774
201730031002,850,37.6668449,-97.3515732
201730031003,748,37.6625178,-97.3597839
201730032003,1375,37.6661595,-97.3354906
201730032001,689,37.6642789,-97.341322
201730032002,716,37.6667729,-97.3432606
201730034001,603,37.6721314,-97.3191857
201730034002,879,37.66481,-97.3205596
201730034003,840,37.6721458,-97.3257934
201730034004,729,37.6646519,-97.3277785
201730035001,1038,37.6756506,-97.2983704
201730035002,1059,37.6754632,-97.307578
201730036001,595,37.6774698,-97.2760197
201730036002,842,37.6736834,-97.2757554
201730036003,767,37.675525,-97.2832207
201730036004,1065,37.67611,-97.2897586
201730037001,1012,37.6677325,-97.2829026
201730037002,1010,37.6684399,-97.286747
201730038001,1115,37.6684569,-97.3036935
201730038002,728,37.6678422,-97.3126952
201730038003,759,37.6618944,-97.3094201
201730039004,1107,37.6551433,-97.3240338
201730039001,988,37.655289,-97.3193386
201730039002,679,37.6479042,-97.3210594
201730039003,747,37.6460626,-97.3278775
201730039005,907,37.6552622,-97.3289598
201730040002,1760,37.6489531,-97.3360358
201730040004,815,37.6566801,-97.345713
201730040001,1007,37.6570449,-97.3348353
201730040003,879,37.656996,-97.3406696
201730043011,1160,37.6860509,-97.3315447
201730043012,2881,37.6927344,-97.3354231
201730043021,971,37.685968,-97.3457847
201730043022,1065,37.6944598,-97.3464657
201730051003,1212,37.643982,-97.3491178
201730051004,1449,37.6299868,-97.3426843
201730051001,732,37.6577337,-97.3502055
201730051002,1311,37.6414866,-97.3408882
201730052002,1073,37.6533116,-97.359163
201730052003,760,37.6546559,-97.3688243
201730052001,1218,37.6568068,-97.3604312
201730052004,1278,37.647761,-97.3663165
201730053002,1109,37.6421275,-97.3572574
201730053005,663,37.6302711,-97.363428
201730053001,684,37.6483166,-97.3572091
201730053003,701,37.6349045,-97.355385
201730053004,656,37.6340349,-97.3597314
201730053006,835,37.6361095,-97.3661694
201730053007,1195,37.6415305,-97.3662562
201730054011,2023,37.6222812,-97.3880154
201730054012,1578,37.591732,-97.370335
201730054022,1077,37.6252594,-97.36174
201730054021,1766,37.6175295,-97.3624923
201730054023,2211,37.6033855,-97.3609408
201730055011,1995,37.5689464,-97.3391619
201730055012,1079,37.5702331,-97.357531
201730055013,905,37.5698777,-97.3659913
201730055014,851,37.5761994,-97.3391
201730055022,2248,37.5569583,-97.3396668
201730055021,2139,37.5564853,-97.3640154
201730055023,1187,37.5597628,-97.3561883
201730056001,2242,37.5949263,-97.3120354
201730056002,1443,37.575059,-97.3121203
201730056003,1168,37.5863359,-97.3385102
201730057003,1468,37.5970781,-97.3353539
201730057004,1555,37.6011857,-97.3470885
201730057001,829,37.6071135,-97.3320789
201730057002,670,37.6133901,-97.348233
201730057005,1159,37.6180322,-97.3454694
201730058001,1138,37.6141595,-97.2979149
201730058004,996,37.5911543,-97.2910226
201730058002,882,37.6082642,-97.2972836
201730058003,1034,37.6026727,-97.2971873
201730059001,1298,37.6262466,-97.3082473
201730059002,2370,37.6156406,-97.3216594
201730059003,829,37.6085354,-97.3160634
201730060001,880,37.6448561,-97.3167428
201730060002,644,37.629501,-97.3279463
201730060003,874,37.6334103,-97.3197213
201730060004,755,37.6329842,-97.3241203
201730060005,1346,37.6404878,-97.3222264
201730061002,895,37.646221,-97.301776
201730061001,975,37.6315167,-97.2940866
201730061003,1226,37.6430712,-97.3062135
201730062003,823,37.6518035,-97.3033517
201730062001,799,37.6534436,-97.3139564
201730062002,1152,37.657268,-97.3033874
201730062004,749,37.6559933,-97.3097822
201730063001,879,37.6609992,-97.2873328
201730063002,1206,37.6665613,-97.2943963
201730064001,1018,37.6549123,-97.290609
201730064002,774,37.6501699,-97.2860956
201730065001,546,37.6455161,-97.2957146
201730065002,925,37.6389622,-97.2950014
201730065003,1036,37.6400374,-97.2873338
201730065004,922,37.6469094,-97.289413
201730066001,810,37.634582,-97.2732427
201730066002,1711,37.620558,-97.2622684
201730067001,981,37.6521176,-97.2721257
201730067002,1381,37.6541148,-97.2770474
201730068001,920,37.6683058,-97.2781588
201730068003,796,37.6591949,-97.2758644
201730068002,1294,37.6610173,-97.2667145
201730068004,1365,37.6655644,-97.2747265
201730069001,1253,37.675719,-97.2667329
201730069002,786,37.668287,-97.2646961
201730069003,778,37.6683051,-97.2692791
201730070003,2134,37.6657283,-97.2552186
201730070001,834,37.6763623,-97.2576454
201730070002,714,37.671947,-97.2583402
201730071011,1379,37.6760087,-97.2470583
201730071012,763,37.6758097,-97.2352226
201730071023,928,37.6664588,-97.2290339
201730071021,1503,37.6664108,-97.2412916
201730071022,1558,37.6699119,-97.2345976
201730071024,907,37.6733661,-97.2302216
201730072011,853,37.6830078,-97.1986929
201730072012,2595,37.7012339,-97.1987359
201730072013,794,37.6931424,-97.2133553
201730072051,1321,37.6594156,-97.247235
201730072052,1014,37.660958,-97.2290973
201730072053,999,37.661486,-97.2342163
201730072062,762,37.6537789,-97.2426736
201730072061,2214,37.6538442,-97.2337096
201730072071,3572,37.6629477,-97.1987275
201730072082,2414,37.6729878,-97.2139654
201730072081,2099,37.6574276,-97.2215352
201730072083,1549,37.6576303,-97.2126836
201730073011,1225,37.7011477,-97.2354039
201730073012,1693,37.7046034,-97.2532485
201730073013,856,37.6974156,-97.2493885
201730073021,1500,37.690211,-97.235324
201730073022,2080,37.6855283,-97.2439543
201730075001,676,37.7111218,-97.2857794
201730075002,1900,37.7094168,-97.2781407
201730076001,1848,37.7164291,-97.2702728
201730076002,1052,37.7048494,-97.2682058
201730076003,1182,37.6973536,-97.2626897
201730077011,1749,37.7373046,-97.2847264
201730077012,1338,37.7329582,-97.2913228
201730077023,1247,37.724959,-97.2751429
201730077021,1219,37.726091,-97.2663263
201730077022,1373,37.7316684,-97.2765178
201730077024,1453,37.7336476,-97.2678527
201730078001,1355,37.7346364,-97.3073166
201730078002,651,37.728198,-97.3036119
201730078003,592,37.7245578,-97.3036123
201730080001,2288,37.8031746,-97.3128555
201730080002,1598,37.8016129,-97.3224425
201730080003,1268,37.7931319,-97.3286887
201730080004,1001,37.8031681,-97.3037811
201730081005,533,37.7865773,-97.338108
201730081001,1136,37.7947696,-97.3575584
201730081002,43,37.7444671,-97.3268925
201730081003,1713,37.7782187,-97.3648157
201730081004,1293,37.7652706,-97.3478114
201730082001,1692,37.7451293,-97.3403351
201730082002,1912,37.7338859,-97.3482597
201730082003,1553,37.7453017,-97.3510914
201730082004,1700,37.726597,-97.3550904
201730083003,697,37.7335541,-97.3719815
201730083004,692,37.7450819,-97.3699637
201730083001,1905,37.7501035,-97.3606168
201730083002,875,37.7342096,-97.3610199
201730084001,1151,37.7243077,-97.3624337
201730084003,1210,37.7238139,-97.368981
201730084002,976,37.7253463,-97.3784638
201730085001,1073,37.7138314,-97.3669601
201730085002,1327,37.7144016,-97.3761
201730086003,1519,37.713519,-97.394899
201730086001,1228,37.7198496,-97.3854366
201730086002,873,37.7123677,-97.3851488
201730087002,754,37.6988439,-97.3797512
201730087001,1120,37.7031788,-97.3720374
201730087003,834,37.7049266,-97.3811787
201730087004,1252,37.7070057,-97.3882437
201730088001,1027,37.7048144,-97.3956088
201730088002,688,37.6981707,-97.3928267
201730088003,764,37.6981462,-97.4004809
201730088004,1555,37.7014147,-97.4076722
201730088005,581,37.6976191,-97.385965
201730089003,1382,37.6807606,-97.3965941
201730089001,658,37.6888644,-97.4088527
201730089002,1390,37.6910757,-97.397059
201730090001,1332,37.68955,-97.3850674
201730090002,769,37.6803164,-97.384869
201730090003,839,37.6707501,-97.3820847
201730091004,941,37.6323089,-97.3772065
201730091001,741,37.6585712,-97.3800897
201730091002,1173,37.6451637,-97.3814378
201730091003,1737,37.6402808,-97.3748888
201730091005,945,37.6558329,-97.3945561
201730091006,1111,37.6341346,-97.3840535
201730092003,1162,37.6733991,-97.4539062
201730092001,1589,37.676165,-97.4239279
201730092002,122,37.653691,-97.4263166
201730093014,1089,37.6969847,-97.4245323
201730093011,1137,37.7029431,-97.4289071
201730093012,1814,37.7011678,-97.4373667
201730093013,1905,37.7047163,-97.4154626
201730093031,1523,37.6906743,-97.4352249
201730093032,1512,37.6834148,-97.435204
201730093041,1527,37.6870524,-97.417772
201730093042,962,37.6839231,-97.4227158
201730094012,1427,37.70224,-97.4589906
201730094011,1677,37.7017251,-97.4481121
201730094013,719,37.6990813,-97.4541454
201730094022,910,37.6856182,-97.4485733
201730094021,1473,37.6874813,-97.4572173
201730095041,1466,37.7170204,-97.458862
201730095042,1572,37.7119778,-97.4515997
201730095043,1406,37.7191864,-97.4489752
201730095051,1676,37.7030249,-97.4703185
201730095052,1297,37.6973337,-97.4749429
201730095062,2407,37.7155525,-97.4771406
201730095061,2312,37.7155549,-97.4678352
201730095073,1354,37.7224451,-97.490107
201730095071,2016,37.7005993,-97.4897439
201730095072,3287,37.7145086,-97.5440316
201730095081,851,37.6742396,-97.5712097
201730095082,1441,37.6568063,-97.5802217
201730095083,1178,37.6730184,-97.5586665
201730095093,873,37.6796251,-97.5273225
201730095091,4137,37.6787264,-97.507692
201730095092,490,37.6570299,-97.5166746
201730095094,1950,37.6697438,-97.544659
201730095101,2315,37.6644217,-97.4896427
201730095102,2614,37.6860864,-97.4896668
201730095111,1551,37.6719163,-97.471497
201730095112,2052,37.6589999,-97.4747259
201730095113,1280,37.6577985,-97.4529673
201730095114,2510,37.6556373,-97.4676014
201730095121,1159,37.6865073,-97.4784254
201730095123,1246,37.6864784,-97.465939
201730095122,1687,37.6861365,-97.4727154
201730095131,2534,37.7125744,-97.435172
201730095132,2114,37.7197016,-97.4354359
201730095141,2308,37.7303427,-97.4353448
201730095142,1502,37.7260272,-97.4066747
201730095151,1957,37.7288576,-97.4554761
201730095152,1389,37.7332749,-97.4487799
201730095153,2901,37.7297901,-97.4718565
201730096031,2765,37.6226645,-97.4128006
201730096041,862,37.5271034,-97.4965999
201730096042,786,37.4895444,-97.4962224
201730096043,1211,37.5050515,-97.5033829
201730096051,1896,37.6137048,-97.5427366
201730096052,3460,37.597055,-97.437234
201730096053,777,37.535968,-97.5376085
201730097002,1164,37.5135644,-97.35171
201730097003,1341,37.5190204,-97.4256115
201730097001,1815,37.5484027,-97.3055576
201730097004,850,37.5038095,-97.3002517
201730097005,818,37.5569856,-97.3795391
201730098012,782,37.5527628,-97.2668729
201730098011,1349,37.5588267,-97.2667273
201730098013,1100,37.5522087,-97.2748959
201730098014,1195,37.5281154,-97.2712001
201730098031,1513,37.5590617,-97.2485299
201730098032,2085,37.5519865,-97.2467927
201730098033,830,37.5547927,-97.2601727
201730098041,960,37.5442115,-97.2586314
201730098042,2613,37.5398185,-97.2518785
201730099013,1111,37.5442167,-97.2397741
201730099011,1587,37.5296736,-97.2529579
201730099012,1020,37.5387469,-97.1974384
201730099014,1406,37.5563618,-97.2292464
201730099023,738,37.5008306,-97.2565208
201730099025,1411,37.4982089,-97.2403814
201730099021,1391,37.4853572,-97.236578
201730099022,1619,37.4800131,-97.2482128
201730099024,752,37.4992162,-97.1989211
201730100011,1900,37.6648816,-97.1621355
201730100012,2698,37.6940941,-97.1621551
201730100021,2963,37.6647489,-97.1804
201730100022,2169,37.6939481,-97.180408
201730100031,2171,37.6443509,-97.2337956
201730100051,1295,37.5735638,-97.2663083
201730100052,1425,37.5663661,-97.2665911
201730100053,1269,37.5714774,-97.2839361
201730100061,1611,37.627335,-97.1961176
201730100073,2440,37.5855255,-97.2019264
201730100071,1794,37.5847647,-97.2608916
201730100072,891,37.5702964,-97.2578115
201730100074,2183,37.569293,-97.2493983
201730101061,1756,37.7566552,-97.2523777
201730101062,1295,37.7604516,-97.23486
201730101071,1597,37.7301828,-97.2580505
201730101072,1978,37.7304108,-97.2492124
201730101081,1101,37.7304866,-97.2406009
201730101082,1057,37.7302853,-97.231496
201730101091,1644,37.7192884,-97.2534606
201730101092,703,37.7193024,-97.2354351
201730101101,1579,37.7120003,-97.2442434
201730101114,1031,37.7642844,-97.2664224
201730101111,2970,37.7718872,-97.2520799
201730101112,1367,37.7744853,-97.2715445
201730101113,2528,37.7597713,-97.2744151
201730101131,1237,37.7910072,-97.280489
201730101132,1809,37.7604347,-97.298964
201730101133,1090,37.7850018,-97.3097049
201730101134,670,37.8152709,-97.3105272
201730101153,2052,37.7253058,-97.2180388
201730101151,3923,37.721921,-97.1877763
201730101152,2816,37.7121387,-97.1896983
201730101161,2093,37.7519908,-97.1870709
201730101162,2589,37.8441503,-97.2077965
201730102013,2224,37.8451242,-97.3779766
201730102011,2151,37.8304941,-97.369437
201730102012,943,37.8377854,-97.3693098
201730102024,700,37.8381948,-97.385375
201730102021,1515,37.8701823,-97.4295623
201730102022,1783,37.8685803,-97.2993129
201730102023,900,37.8718067,-97.3530299
201730103013,3506,37.7431533,-97.4557228
201730103011,2648,37.7473942,-97.4349113
201730103012,2774,37.7502322,-97.4205246
201730103023,1521,37.7990736,-97.4516166
201730103024,2023,37.784262,-97.3921059
201730103025,3482,37.7596761,-97.4674305
201730103021,1081,37.7790889,-97.4192036
201730103022,1139,37.7733273,-97.4661252
201730104001,1178,37.8833026,-97.5592639
201730104002,1032,37.8529198,-97.6279337
201730105001,2595,37.7805964,-97.5356164
201730105002,1991,37.7803086,-97.6444767
201730106001,1100,37.6636588,-97.6783306
201730106002,1563,37.6055069,-97.6431552
201730106003,1580,37.6932872,-97.6997131
201730107003,1150,37.6297854,-97.7830547
201730107001,921,37.5395281,-97.7099469
201730107002,1337,37.6246237,-97.7814584
201730108011,1413,37.7417696,-97.2664046
201730108012,1395,37.740503,-97.2424988
201730108021,1703,37.7495488,-97.2655603
201730108022,1293,37.7473903,-97.2384648
201730109001,1047,37.6901571,-97.2759478
201730109002,762,37.6830237,-97.2759007
201730109004,756,37.6854858,-97.2590914
201730109003,1216,37.6864527,-97.2670806
201759656002,1399,37.1303247,-100.9059432
201759656001,671,37.2724433,-100.7860733
201759657001,1735,37.0587895,-100.9075971
